purchase_id,customer_id,product_id,purchase_date,quantity,total_price
PU0004047,C00392,P00042,2021-11-07,4,488.96
PU0004048,C00392,P00001,2020-09-21,3,95.73
PU0004049,C00392,P00047,2021-11-16,4,332.06
PU0004050,C00392,P00031,2022-07-03,1,63.71
PU0004051,C00392,P00055,2022-04-17,4,504.28
PU0004052,C00393,P00044,2024-08-10,2,422.09
PU0004053,C00393,P00034,2024-06-27,4,539.44
PU0004054,C00393,P00028,2023-02-09,1,156.34
PU0004055,C00393,P00050,2024-12-25,1,35.95
PU0004056,C00393,P00055,2023-10-21,2,243.11
PU0004057,C00393,P00042,2022-10-08,1,118.17
PU0004058,C00394,P00008,2023-01-14,3,282.08
PU0004059,C00394,P00009,2022-04-13,1,120.12
PU0004060,C00394,P00055,2023-05-16,4,546.3
PU0004061,C00394,P00045,2021-10-25,1,43.34
PU0004062,C00394,P00017,2022-04-29,1,37.05
PU0004063,C00394,P00003,2021-02-04,2,70.77
PU0004064,C00394,P00029,2021-08-09,2,220.27
PU0004065,C00394,P00023,2022-07-17,3,141.09
PU0004066,C00394,P00024,2022-08-13,3,453.08
PU0004067,C00394,P00009,2021-09-14,3,365.53
PU0004068,C00394,P00028,2020-12-28,2,300.26
PU0004069,C00394,P00036,2023-06-01,2,205.67
PU0004070,C00394,P00041,2022-11-20,4,103.81
PU0004071,C00394,P00018,2022-09-03,3,77.17
PU0004072,C00394,P00053,2022-02-05,2,335.18
PU0004073,C00394,P00019,2021-04-23,2,71.11
PU0004074,C00394,P00007,2023-05-15,4,59.14
PU0004075,C00394,P00037,2022-12-05,2,154.57
PU0004076,C00395,P00036,2021-03-12,4,418.68
PU0004077,C00395,P00022,2022-01-31,2,56.43
PU0004078,C00395,P00046,2020-04-03,4,1043.03
PU0004079,C00395,P00035,2021-03-08,1,110.6
PU0004080,C00395,P00022,2022-03-26,3,97.93
PU0004081,C00395,P00040,2020-08-21,2,513.0
PU0004082,C00395,P00033,2021-03-26,3,362.45
PU0004083,C00395,P00001,2022-09-30,4,141.32
PU0004084,C00395,P00017,2022-06-02,1,30.68
PU0004085,C00395,P00044,2022-10-17,1,220.6
PU0004086,C00395,P00034,2020-11-06,2,235.8
PU0004087,C00395,P00028,2021-08-28,2,291.13
PU0004088,C00395,P00025,2021-06-02,3,145.47
PU0004089,C00395,P00038,2021-12-20,3,258.17
PU0004090,C00395,P00037,2020-02-20,3,210.0
PU0004091,C00395,P00024,2021-05-11,4,667.47
PU0004092,C00396,P00028,2022-06-16,4,551.58
PU0004093,C00396,P00042,2023-10-04,2,232.89
PU0004094,C00396,P00042,2021-10-14,1,123.73
PU0004095,C00396,P00036,2023-03-18,1,116.58
PU0004096,C00396,P00036,2021-12-09,2,254.91
PU0004097,C00396,P00002,2023-07-26,2,64.32
PU0004098,C00396,P00045,2022-01-02,2,95.68
PU0004099,C00396,P00043,2023-11-21,1,319.37
PU0004100,C00396,P00027,2022-12-13,2,178.89
PU0004101,C00397,P00019,2023-08-23,1,42.5
PU0004102,C00397,P00050,2024-08-17,4,131.44
PU0004103,C00397,P00031,2022-11-05,1,67.66
PU0004104,C00397,P00021,2023-07-29,4,62.71
PU0004105,C00397,P00038,2022-11-01,1,80.21
PU0004106,C00397,P00049,2023-07-18,3,658.65
PU0004107,C00397,P00007,2024-04-29,2,33.01
PU0004108,C00397,P00028,2024-07-28,2,272.27
PU0004109,C00397,P00053,2024-05-24,1,176.75
PU0004110,C00397,P00013,2024-04-30,2,31.6
PU0004111,C00398,P00045,2022-09-16,4,189.72
PU0004112,C00398,P00037,2023-10-28,1,77.51
PU0004113,C00398,P00031,2023-11-06,4,265.33
PU0004114,C00398,P00038,2023-10-28,2,178.55
PU0004115,C00398,P00055,2023-01-26,4,519.53
PU0004116,C00398,P00041,2023-10-05,2,51.33
PU0004117,C00399,P00047,2024-02-18,3,271.82
PU0004118,C00399,P00006,2022-12-29,1,118.92
PU0004119,C00399,P00035,2024-09-11,1,115.39
PU0004120,C00399,P00039,2022-09-20,3,523.48
PU0004121,C00399,P00009,2024-11-18,3,340.72
PU0004122,C00399,P00029,2024-11-14,2,208.7
PU0004123,C00399,P00001,2023-10-29,2,70.36
PU0004124,C00399,P00018,2023-07-15,4,100.85
PU0004125,C00399,P00031,2024-08-07,4,297.23
PU0004126,C00399,P00010,2022-12-17,3,160.73
PU0004127,C00399,P00052,2024-11-08,1,62.09
PU0004128,C00399,P00017,2023-06-29,1,34.78
PU0004129,C00399,P00039,2024-05-16,4,721.25
PU0004130,C00399,P00002,2023-02-22,1,37.44
PU0004131,C00399,P00016,2024-01-17,3,165.15
PU0004132,C00399,P00006,2023-04-23,4,444.25
PU0004133,C00399,P00013,2023-04-12,3,56.12
PU0004134,C00400,P00035,2023-01-08,1,114.97
PU0004135,C00400,P00034,2020-09-02,4,569.56
PU0004136,C00400,P00011,2022-11-15,3,177.36
PU0004137,C00400,P00018,2021-12-09,2,53.5
PU0004138,C00400,P00041,2021-03-22,3,72.26
PU0004139,C00400,P00033,2022-01-09,3,333.37
PU0004140,C00400,P00018,2022-07-29,4,111.97
PU0004141,C00400,P00019,2022-10-20,3,116.77
PU0004142,C00400,P00008,2021-01-01,4,338.96
PU0004143,C00401,P00004,2020-08-25,4,245.42
PU0004144,C00401,P00017,2020-05-31,4,139.52
PU0004145,C00401,P00034,2021-02-20,2,248.65
PU0004146,C00401,P00051,2021-06-10,3,463.96
PU0004147,C00401,P00043,2022-01-04,3,977.66
PU0004148,C00401,P00017,2021-01-11,3,111.71
PU0004149,C00401,P00036,2021-02-03,2,216.3
PU0004150,C00401,P00008,2021-03-04,3,283.56
PU0004151,C00401,P00050,2020-07-15,1,36.97
PU0004152,C00401,P00050,2022-08-07,3,94.72
PU0004153,C00401,P00031,2020-06-28,2,128.26
PU0004154,C00401,P00036,2020-08-16,4,443.41
PU0004155,C00401,P00031,2020-10-01,3,195.61
PU0004156,C00401,P00020,2020-12-10,2,267.83
PU0004157,C00402,P00016,2022-03-30,3,154.92
PU0004158,C00402,P00003,2022-01-08,2,79.08
PU0004159,C00402,P00036,2023-12-19,4,485.7
PU0004160,C00402,P00051,2023-01-06,4,540.39
PU0004161,C00402,P00017,2022-06-28,2,66.9
PU0004162,C00402,P00048,2022-03-14,2,352.12
PU0004163,C00402,P00014,2021-04-19,4,171.86
PU0004164,C00402,P00005,2023-01-08,4,312.1
PU0004165,C00402,P00015,2022-03-20,1,41.67
PU0004166,C00402,P00030,2021-05-02,3,491.78
PU0004167,C00402,P00036,2023-11-08,3,382.26
PU0004168,C00402,P00048,2022-10-01,2,419.37
PU0004169,C00402,P00034,2023-10-01,3,400.34
PU0004170,C00402,P00015,2022-03-26,4,182.0
PU0004171,C00402,P00016,2023-02-03,3,133.56
PU0004172,C00402,P00008,2021-12-22,3,295.45
PU0004173,C00402,P00032,2022-12-04,3,257.6
PU0004174,C00403,P00031,2024-06-09,3,213.39
PU0004175,C00403,P00020,2022-08-06,1,132.37
PU0004176,C00404,P00043,2023-06-09,3,1057.1
PU0004177,C00404,P00012,2021-06-13,3,52.2
PU0004178,C00404,P00022,2021-08-31,4,128.18
PU0004179,C00404,P00018,2022-03-29,3,79.47
PU0004180,C00404,P00012,2022-08-08,1,15.58
PU0004181,C00404,P00018,2021-07-25,4,99.92
PU0004182,C00405,P00019,2022-05-11,2,79.51
PU0004183,C00405,P00024,2023-01-12,4,651.09
PU0004184,C00405,P00005,2023-10-01,3,199.35
PU0004185,C00405,P00024,2022-11-07,1,174.42
PU0004186,C00405,P00045,2022-04-29,1,43.27
PU0004187,C00405,P00052,2023-12-25,1,63.0
PU0004188,C00405,P00037,2023-04-15,3,211.33
PU0004189,C00405,P00017,2022-09-29,3,91.56
PU0004190,C00405,P00027,2023-08-05,4,367.32
PU0004191,C00405,P00013,2022-12-04,4,71.04
PU0004192,C00406,P00003,2022-03-07,3,103.44
PU0004193,C00406,P00049,2022-11-16,2,429.33
PU0004194,C00406,P00033,2021-06-28,2,236.97
PU0004195,C00406,P00031,2022-09-21,2,140.86
PU0004196,C00406,P00037,2020-12-25,4,258.35
PU0004197,C00406,P00030,2020-08-29,1,185.14
PU0004198,C00406,P00042,2021-06-06,2,212.72
PU0004199,C00406,P00049,2021-05-13,4,951.31
PU0004200,C00406,P00050,2020-11-21,1,32.15
PU0004201,C00407,P00014,2024-11-12,2,89.02
PU0004202,C00407,P00027,2023-01-26,2,179.54
PU0004203,C00407,P00010,2023-04-26,4,263.13
PU0004204,C00407,P00041,2025-02-23,1,23.03
PU0004205,C00407,P00019,2024-01-08,3,120.56
PU0004206,C00407,P00052,2024-10-02,2,124.01
PU0004207,C00408,P00027,2022-08-19,2,185.72
PU0004208,C00408,P00037,2022-01-15,3,217.72
PU0004209,C00409,P00047,2023-02-25,1,97.32
PU0004210,C00409,P00024,2022-10-17,2,358.67
PU0004211,C00409,P00009,2023-10-29,4,454.44
PU0004212,C00409,P00018,2022-12-22,4,116.79
PU0004213,C00409,P00032,2023-06-25,1,85.65
PU0004214,C00409,P00007,2022-09-14,4,68.76
PU0004215,C00409,P00004,2022-11-07,4,296.25
PU0004216,C00409,P00036,2021-09-25,2,239.68
PU0004217,C00409,P00006,2022-12-31,3,325.0
PU0004218,C00409,P00036,2023-05-28,2,210.88
PU0004219,C00409,P00045,2023-01-06,4,191.85
PU0004220,C00409,P00045,2022-09-12,1,43.09
PU0004221,C00409,P00032,2022-03-30,2,194.16
PU0004222,C00409,P00025,2021-09-21,1,56.44
PU0004223,C00410,P00004,2022-04-11,2,148.24
PU0004224,C00410,P00009,2022-08-04,1,113.85
PU0004225,C00410,P00053,2022-03-20,1,185.47
PU0004226,C00410,P00051,2021-05-12,4,541.2
PU0004227,C00410,P00021,2022-03-13,3,52.61
PU0004228,C00410,P00032,2021-08-06,2,190.46
PU0004229,C00410,P00038,2021-09-27,2,175.18
PU0004230,C00410,P00046,2021-12-15,3,887.26
PU0004231,C00410,P00012,2023-07-14,3,50.63
PU0004232,C00410,P00003,2023-04-06,2,69.18
PU0004233,C00410,P00002,2021-06-21,2,60.25
PU0004234,C00410,P00025,2023-04-14,1,47.89
PU0004235,C00411,P00034,2023-05-20,1,125.47
PU0004236,C00411,P00037,2022-11-23,3,229.11
PU0004237,C00411,P00002,2024-01-28,4,128.33
PU0004238,C00411,P00034,2023-03-03,4,534.35
PU0004239,C00411,P00006,2023-06-03,3,299.74
PU0004240,C00411,P00008,2024-03-11,1,87.0
PU0004241,C00411,P00006,2021-10-23,1,106.33
PU0004242,C00411,P00037,2024-03-28,1,65.21
PU0004243,C00411,P00013,2022-11-11,3,53.97
PU0004244,C00411,P00007,2024-03-27,1,15.39
PU0004245,C00412,P00016,2023-10-09,1,50.75
PU0004246,C00412,P00050,2023-04-27,2,63.18
PU0004247,C00412,P00042,2023-09-04,3,336.11
PU0004248,C00412,P00003,2022-05-05,1,34.66
PU0004249,C00412,P00036,2023-07-19,3,384.78
PU0004250,C00412,P00031,2021-11-03,2,133.71
PU0004251,C00412,P00031,2024-01-31,3,203.16
PU0004252,C00412,P00047,2023-09-15,2,192.67
PU0004253,C00412,P00030,2023-09-05,3,527.09
PU0004254,C00412,P00055,2023-07-31,2,272.35
PU0004255,C00412,P00032,2024-03-07,1,81.6
PU0004256,C00412,P00014,2022-06-26,1,39.51
PU0004257,C00412,P00039,2023-03-30,4,751.15
PU0004258,C00412,P00040,2022-07-07,2,466.81
PU0004259,C00413,P00050,2021-10-12,3,99.47
PU0004260,C00413,P00003,2021-01-23,1,38.77
PU0004261,C00413,P00034,2021-05-30,4,478.95
PU0004262,C00413,P00024,2022-10-13,4,622.43
PU0004263,C00413,P00034,2021-04-29,4,485.38
PU0004264,C00413,P00006,2021-10-08,4,486.72
PU0004265,C00413,P00051,2023-02-23,1,155.78
PU0004266,C00413,P00014,2020-12-11,1,48.64
PU0004267,C00413,P00015,2023-02-01,3,138.52
PU0004268,C00413,P00055,2022-12-16,2,241.1
PU0004269,C00413,P00038,2023-02-07,4,318.57
PU0004270,C00413,P00040,2022-05-03,1,236.03
PU0004271,C00413,P00025,2023-02-09,2,105.57
PU0004272,C00413,P00028,2022-10-26,4,632.53
PU0004273,C00413,P00042,2020-10-29,2,231.02
PU0004274,C00413,P00041,2021-12-18,2,55.15
PU0004275,C00413,P00006,2022-12-11,3,322.39
PU0004276,C00413,P00051,2023-04-15,3,416.83
PU0004277,C00414,P00048,2023-02-04,3,530.82
PU0004278,C00414,P00038,2023-07-05,3,238.77
PU0004279,C00414,P00036,2023-06-19,4,487.64
PU0004280,C00414,P00046,2022-10-02,1,245.82
PU0004281,C00414,P00037,2022-04-25,1,72.86
PU0004282,C00414,P00006,2022-07-14,2,198.52
PU0004283,C00414,P00042,2021-02-11,3,313.62
PU0004284,C00414,P00054,2022-06-02,2,138.72
PU0004285,C00414,P00019,2023-08-06,1,40.41
PU0004286,C00414,P00020,2023-06-13,4,493.87
PU0004287,C00414,P00029,2023-08-28,2,205.92
PU0004288,C00414,P00049,2023-08-14,1,209.48
PU0004289,C00414,P00030,2023-05-17,2,316.48
PU0004290,C00414,P00027,2022-07-12,4,330.18
PU0004291,C00414,P00042,2021-02-19,3,353.94
PU0004292,C00414,P00036,2021-03-25,4,422.38
PU0004293,C00414,P00052,2023-05-22,1,61.42
PU0004294,C00414,P00025,2021-08-23,4,189.78
PU0004295,C00415,P00031,2020-12-01,3,207.45
PU0004296,C00415,P00004,2022-10-06,4,266.01
PU0004297,C00415,P00001,2020-12-21,2,75.52
PU0004298,C00415,P00023,2021-12-01,1,39.98
PU0004299,C00415,P00029,2023-05-04,2,225.81
PU0004300,C00415,P00043,2023-03-17,3,942.72
PU0004301,C00415,P00024,2022-09-29,2,296.89
PU0004302,C00415,P00034,2021-10-28,1,118.91
PU0004303,C00415,P00015,2021-10-19,4,190.59
PU0004304,C00415,P00030,2022-11-08,1,174.96
PU0004305,C00415,P00022,2021-03-03,1,31.76
PU0004306,C00415,P00054,2023-01-20,1,79.16
PU0004307,C00415,P00004,2022-01-30,3,205.91
PU0004308,C00415,P00005,2021-02-03,1,75.34
PU0004309,C00415,P00025,2023-02-17,4,200.18
PU0004310,C00415,P00032,2022-04-01,3,292.93
PU0004311,C00415,P00011,2022-04-30,3,182.56
PU0004312,C00416,P00021,2022-01-01,4,59.91
PU0004313,C00416,P00013,2023-07-19,4,72.31
PU0004314,C00416,P00023,2022-12-14,4,156.83
PU0004315,C00416,P00017,2022-11-05,4,124.65
PU0004316,C00416,P00052,2022-12-24,4,217.65
PU0004317,C00416,P00044,2021-10-17,4,811.25
PU0004318,C00416,P00003,2022-07-25,4,150.69
PU0004319,C00416,P00041,2022-10-27,2,49.72
PU0004320,C00417,P00014,2024-01-26,3,128.54
PU0004321,C00417,P00004,2021-05-06,3,188.86
PU0004322,C00417,P00001,2022-03-31,1,36.28
PU0004323,C00417,P00011,2023-01-31,4,227.6
PU0004324,C00417,P00015,2022-03-28,2,86.44
PU0004325,C00417,P00047,2021-08-02,4,334.9
PU0004326,C00417,P00051,2021-06-08,4,577.46
PU0004327,C00417,P00041,2023-09-04,4,109.69
PU0004328,C00417,P00008,2021-12-25,4,408.58
PU0004329,C00418,P00023,2023-04-21,4,167.39
PU0004330,C00418,P00030,2022-11-17,3,486.03
PU0004331,C00418,P00006,2023-12-14,1,118.03
PU0004332,C00418,P00024,2022-06-23,1,149.14
PU0004333,C00418,P00034,2023-07-16,3,393.43
PU0004334,C00418,P00003,2021-07-18,4,158.2
PU0004335,C00418,P00007,2021-07-20,1,16.87
PU0004336,C00418,P00020,2021-09-24,1,124.56
PU0004337,C00418,P00031,2024-01-24,4,272.1
PU0004338,C00418,P00005,2023-12-16,2,131.49
PU0004339,C00419,P00005,2021-03-26,4,255.07
PU0004340,C00420,P00017,2023-09-17,1,35.21
PU0004341,C00420,P00028,2022-09-06,2,298.44
PU0004342,C00420,P00017,2024-10-23,2,74.42
PU0004343,C00420,P00054,2024-08-22,1,78.7
PU0004344,C00420,P00040,2022-04-15,1,238.4
PU0004345,C00420,P00009,2023-08-20,3,365.71
PU0004346,C00420,P00031,2022-03-20,4,287.96
PU0004347,C00420,P00022,2023-09-01,2,58.17
PU0004348,C00420,P00051,2023-11-09,1,146.3
PU0004349,C00420,P00006,2024-05-13,4,434.2
PU0004350,C00420,P00051,2023-08-10,3,396.32
PU0004351,C00420,P00002,2023-03-16,4,134.19
PU0004352,C00420,P00011,2024-11-11,2,117.44
PU0004353,C00420,P00040,2022-06-22,4,954.48
PU0004354,C00420,P00055,2023-10-05,2,273.88
PU0004355,C00421,P00054,2024-02-14,2,147.38
PU0004356,C00421,P00036,2024-03-11,1,124.79
PU0004357,C00421,P00034,2024-11-05,3,363.76
PU0004358,C00421,P00012,2024-08-20,4,67.42
PU0004359,C00421,P00042,2022-09-04,3,329.25
PU0004360,C00422,P00034,2021-05-15,3,373.45
PU0004361,C00422,P00020,2020-06-29,3,406.69
PU0004362,C00422,P00035,2021-02-24,2,266.56
PU0004363,C00422,P00039,2022-01-10,2,374.63
PU0004364,C00422,P00023,2022-08-06,4,162.34
PU0004365,C00422,P00019,2021-01-17,4,164.87
PU0004366,C00422,P00021,2022-09-24,1,17.9
PU0004367,C00422,P00050,2022-06-15,4,128.32
PU0004368,C00422,P00033,2021-01-27,4,461.25
PU0004369,C00423,P00002,2021-10-27,3,94.79
PU0004370,C00423,P00043,2023-12-11,2,618.97
PU0004371,C00423,P00022,2023-05-06,2,61.72
PU0004372,C00423,P00026,2021-07-27,4,240.92
PU0004373,C00423,P00041,2022-06-10,2,52.6
PU0004374,C00423,P00002,2023-01-05,4,133.6
PU0004375,C00423,P00022,2022-02-04,3,83.58
PU0004376,C00423,P00004,2022-06-10,2,119.63
PU0004377,C00424,P00050,2024-07-11,4,150.35
PU0004378,C00424,P00010,2024-05-26,1,64.85
PU0004379,C00424,P00022,2024-08-31,1,26.95
PU0004380,C00424,P00012,2023-10-08,2,28.97
PU0004381,C00424,P00020,2023-02-12,3,397.69
PU0004382,C00424,P00054,2022-12-06,3,210.84
PU0004383,C00424,P00030,2023-05-21,1,174.21
PU0004384,C00425,P00043,2021-10-10,1,313.26
PU0004385,C00425,P00034,2021-08-21,2,279.2
PU0004386,C00425,P00033,2024-02-08,4,415.37
PU0004387,C00425,P00026,2022-01-13,2,141.8
PU0004388,C00425,P00037,2022-07-21,3,234.44
PU0004389,C00425,P00053,2022-12-07,1,186.03
PU0004390,C00425,P00018,2022-09-19,1,27.76
PU0004391,C00425,P00005,2022-12-25,4,261.97
PU0004392,C00425,P00002,2023-09-16,4,142.53
PU0004393,C00425,P00043,2022-04-27,2,718.34
PU0004394,C00425,P00015,2021-07-14,3,121.31
PU0004395,C00425,P00006,2022-03-18,1,112.32
PU0004396,C00425,P00054,2023-04-29,4,317.72
PU0004397,C00425,P00036,2022-12-21,2,236.74
PU0004398,C00426,P00020,2023-02-26,1,130.65
PU0004399,C00426,P00040,2023-06-23,3,685.69
PU0004400,C00426,P00040,2021-11-26,2,527.28
PU0004401,C00426,P00017,2023-03-14,1,35.18
PU0004402,C00426,P00013,2023-08-09,2,33.66
PU0004403,C00426,P00013,2023-05-12,2,35.24
PU0004404,C00426,P00001,2023-11-26,3,99.1
PU0004405,C00426,P00032,2024-04-04,3,254.35
PU0004406,C00426,P00006,2024-01-15,1,112.38
PU0004407,C00426,P00022,2021-10-11,4,113.24
PU0004408,C00426,P00003,2024-01-23,3,109.22
PU0004409,C00426,P00001,2024-04-07,1,36.73
PU0004410,C00426,P00015,2022-01-02,1,44.24
PU0004411,C00426,P00013,2021-10-04,1,16.63
PU0004412,C00427,P00022,2021-01-08,4,113.25
PU0004413,C00427,P00037,2021-10-04,3,229.59
PU0004414,C00427,P00010,2022-05-22,1,61.6
PU0004415,C00427,P00028,2023-05-28,3,406.35
PU0004416,C00427,P00006,2020-11-18,4,455.82
PU0004417,C00427,P00011,2021-05-15,1,65.13
PU0004418,C00427,P00015,2023-05-15,4,166.67
PU0004419,C00427,P00043,2023-05-25,1,311.8
PU0004420,C00427,P00024,2021-08-23,4,717.51
PU0004421,C00427,P00051,2022-04-22,1,130.6
PU0004422,C00428,P00028,2023-08-17,4,619.98
PU0004423,C00428,P00011,2024-03-06,1,59.44
PU0004424,C00428,P00015,2023-11-10,4,185.39
PU0004425,C00428,P00028,2022-12-13,4,638.38
PU0004426,C00428,P00018,2021-10-08,2,51.13
PU0004427,C00429,P00055,2022-03-17,1,132.75
PU0004428,C00429,P00047,2022-01-15,2,191.45
PU0004429,C00429,P00038,2023-06-16,4,355.01
PU0004430,C00429,P00010,2021-01-16,4,224.74
PU0004431,C00430,P00036,2023-05-13,4,491.29
PU0004432,C00430,P00023,2023-10-14,4,188.93
PU0004433,C00430,P00009,2025-07-18,3,374.86
PU0004434,C00430,P00042,2022-12-06,4,471.89
PU0004435,C00430,P00008,2023-08-04,2,171.85
PU0004436,C00430,P00018,2023-06-18,3,76.97
PU0004437,C00430,P00053,2024-09-23,1,185.98
PU0004438,C00430,P00020,2024-02-29,4,456.85
PU0004439,C00430,P00001,2025-05-09,3,104.06
PU0004440,C00430,P00054,2024-04-02,4,294.58
PU0004441,C00430,P00031,2023-11-26,3,196.42
PU0004442,C00430,P00015,2024-01-12,2,79.32
PU0004443,C00430,P00022,2023-05-19,2,63.97
PU0004444,C00430,P00024,2024-06-26,1,153.17
PU0004445,C00431,P00012,2023-04-03,1,16.15
PU0004446,C00431,P00016,2024-02-28,2,107.79
PU0004447,C00431,P00031,2023-09-19,1,65.3
PU0004448,C00431,P00035,2022-05-13,2,250.39
PU0004449,C00431,P00042,2023-07-11,4,407.56
PU0004450,C00431,P00018,2023-04-27,3,76.73
PU0004451,C00431,P00022,2023-10-14,3,93.61
PU0004452,C00432,P00025,2023-12-16,1,53.2
PU0004453,C00432,P00030,2022-12-22,3,521.68
PU0004454,C00432,P00042,2024-11-14,3,307.71
PU0004455,C00432,P00051,2024-01-04,4,576.99
PU0004456,C00432,P00011,2024-05-31,4,235.28
PU0004457,C00432,P00035,2024-12-24,3,400.54
PU0004458,C00432,P00042,2024-02-10,2,245.19
PU0004459,C00432,P00050,2024-08-29,3,102.69
PU0004460,C00432,P00003,2024-02-09,2,65.32
PU0004461,C00432,P00048,2023-02-14,1,176.08
PU0004462,C00433,P00041,2020-08-25,1,22.49
PU0004463,C00433,P00046,2022-09-30,1,296.25
PU0004464,C00433,P00046,2021-10-03,4,1054.22
PU0004465,C00433,P00039,2020-05-24,1,170.86
PU0004466,C00433,P00001,2020-08-20,3,106.09
PU0004467,C00433,P00027,2021-04-08,3,285.5
PU0004468,C00434,P00053,2021-08-23,4,655.45
PU0004469,C00434,P00021,2021-10-10,1,16.17
PU0004470,C00434,P00035,2022-07-02,4,525.77
PU0004471,C00434,P00019,2022-09-29,1,40.38
PU0004472,C00434,P00033,2022-10-25,3,314.01
PU0004473,C00434,P00032,2021-10-05,3,269.32
PU0004474,C00434,P00042,2023-08-13,1,111.3
PU0004475,C00434,P00013,2022-04-21,3,52.06
PU0004476,C00434,P00024,2022-07-04,4,658.27
PU0004477,C00434,P00044,2023-07-21,3,624.11
PU0004478,C00434,P00016,2022-11-16,4,206.08
PU0004479,C00434,P00026,2023-11-01,4,280.72
PU0004480,C00434,P00021,2022-11-16,3,49.57
PU0004481,C00434,P00012,2022-01-06,4,63.5
PU0004482,C00434,P00041,2022-08-24,4,95.54
PU0004483,C00434,P00036,2022-07-02,3,350.16
PU0004484,C00434,P00002,2024-01-10,2,67.61
PU0004485,C00435,P00052,2024-04-05,2,107.92
PU0004486,C00435,P00018,2022-01-26,3,75.88
PU0004487,C00435,P00027,2022-04-21,4,361.73
PU0004488,C00436,P00025,2021-02-25,3,137.34
PU0004489,C00436,P00044,2020-09-21,4,906.75
PU0004490,C00436,P00016,2022-11-27,3,134.17
PU0004491,C00436,P00015,2020-06-10,4,158.01
PU0004492,C00436,P00002,2022-01-02,2,72.39
PU0004493,C00436,P00004,2020-05-07,1,66.79
PU0004494,C00436,P00043,2022-11-13,2,600.43
PU0004495,C00436,P00051,2022-04-14,4,598.77
PU0004496,C00436,P00032,2020-04-28,3,270.52
PU0004497,C00436,P00010,2020-08-23,3,183.95
PU0004498,C00437,P00017,2022-02-02,2,63.39
PU0004499,C00437,P00012,2021-07-02,4,66.01
PU0004500,C00437,P00038,2020-11-27,2,165.03
PU0004501,C00437,P00040,2021-07-05,3,679.92
PU0004502,C00437,P00043,2022-01-15,4,1234.49
PU0004503,C00437,P00004,2022-11-16,1,70.87
PU0004504,C00437,P00011,2020-10-03,4,229.8
PU0004505,C00437,P00046,2022-05-23,1,262.4
PU0004506,C00437,P00048,2023-02-15,2,408.89
PU0004507,C00437,P00035,2021-11-20,3,354.77
PU0004508,C00437,P00024,2021-05-06,3,478.13
PU0004509,C00438,P00014,2021-12-06,4,177.36
PU0004510,C00439,P00005,2023-01-14,2,139.38
PU0004511,C00439,P00042,2023-09-16,2,203.78
PU0004512,C00439,P00034,2024-08-27,4,556.55
PU0004513,C00440,P00048,2024-03-18,4,746.74
PU0004514,C00440,P00030,2023-05-27,1,153.4
PU0004515,C00440,P00039,2022-12-19,2,375.2
PU0004516,C00440,P00032,2025-02-06,3,275.25
PU0004517,C00440,P00050,2024-03-30,3,102.26
PU0004518,C00440,P00031,2022-09-07,1,62.78
PU0004519,C00440,P00025,2023-10-27,2,102.28
PU0004520,C00440,P00009,2024-07-09,4,559.53
PU0004521,C00440,P00029,2022-09-23,3,314.52
PU0004522,C00440,P00017,2022-10-17,4,135.35
PU0004523,C00440,P00013,2023-03-31,3,48.36
PU0004524,C00440,P00050,2024-07-15,3,95.75
PU0004525,C00440,P00043,2025-01-25,3,1065.01
PU0004526,C00440,P00025,2022-12-26,2,94.61
PU0004527,C00440,P00012,2022-06-19,1,14.87
PU0004528,C00441,P00038,2021-06-07,3,269.69
PU0004529,C00441,P00043,2021-10-17,3,933.85
PU0004530,C00441,P00023,2022-12-05,1,39.35
PU0004531,C00441,P00045,2022-01-30,1,47.29
PU0004532,C00441,P00038,2021-07-11,4,374.8
PU0004533,C00441,P00017,2022-07-12,3,95.78
PU0004534,C00441,P00018,2023-06-03,1,29.08
PU0004535,C00441,P00001,2021-03-18,2,72.25
PU0004536,C00441,P00004,2022-08-02,3,219.42
PU0004537,C00441,P00028,2020-12-25,3,449.41
PU0004538,C00441,P00019,2022-08-01,4,157.23
PU0004539,C00441,P00036,2022-08-16,3,356.81
PU0004540,C00441,P00017,2021-10-14,2,67.7
PU0004541,C00442,P00046,2022-11-14,3,889.16
PU0004542,C00442,P00054,2023-02-15,1,68.09
PU0004543,C00442,P00036,2023-11-15,4,413.62
PU0004544,C00442,P00010,2024-12-09,4,232.03
PU0004545,C00442,P00039,2023-05-29,4,789.71
PU0004546,C00442,P00028,2025-03-07,1,145.84
PU0004547,C00442,P00017,2024-04-14,1,31.37
PU0004548,C00442,P00036,2024-03-16,4,457.98
PU0004549,C00442,P00028,2024-09-26,1,156.63
PU0004550,C00442,P00008,2025-02-03,2,180.4
PU0004551,C00442,P00006,2024-05-02,1,109.74
PU0004552,C00442,P00041,2023-07-07,3,78.39
PU0004553,C00442,P00048,2024-07-20,4,736.39
PU0004554,C00442,P00049,2023-11-17,4,864.24
PU0004555,C00443,P00008,2023-12-15,4,368.69
PU0004556,C00443,P00016,2023-07-29,4,217.37
PU0004557,C00444,P00036,2023-01-11,2,216.85
PU0004558,C00444,P00038,2022-01-28,1,94.59
PU0004559,C00444,P00055,2021-02-02,1,136.33
PU0004560,C00444,P00009,2020-09-01,3,347.24
PU0004561,C00444,P00044,2021-06-30,1,231.61
PU0004562,C00444,P00015,2021-10-02,2,84.11
PU0004563,C00444,P00016,2023-01-09,4,181.37
